pIC50,BCUTc-1h,XLogP,ATSc5,FMF,hmin,minHBa,ETA_EtaP_B,ATSc2,ALogp2,minaasC,minHBint5,SsOH,SHaaCH,SC-3,MDEC-22,maxHBa,SHBint6,BCUTp-1l,gmin,ETA_Epsilon_3
8.60205999132796,0.185436632359743,4.666,-0.0801482064595131,0.46875,-0.436064912543642,-1.33130310118423,0.005,-0.217040077170915,0.0817960000000013,0.383821161996987,3.09294932945994,9.96894807513101,3.30923121244786,1.63575561870125,26.1720387456137,9.96894807513101,0.0,5.24543481754783,-1.33130310118423,0.44588
8.1249387366083,0.18545929010714,5.804,-0.0801481668713333,0.457142857142857,-0.476881239074254,-1.37862820406488,0.00469,-0.217040079210924,0.743044000000005,0.387936388334436,2.99775245233854,10.058948075131,3.26227519392934,1.63575561870125,31.3598276106524,10.058948075131,0.0,5.25677024496523,-1.37862820406488,0.44505
8.50863830616573,0.116954448381542,2.964,-0.059065039302584,0.5,-0.401857146103732,-1.60835378565555,0.00791,-0.236030859506515,0.532316159999994,0.270076725950964,3.12595653774097,19.7303941680003,5.54479173590505,1.92443075329606,25.9160131554904,9.97750800836356,-0.830769106156497,4.91013974020572,-1.60835378565555,0.44505
8.4089353929735,0.185458819233417,6.015,-0.0797429467195648,0.457142857142857,-0.452506239074254,-1.35087404684644,0.0052,-0.216970114598758,0.101378560000001,0.384973425371473,3.02291588308826,10.025028463898,3.28349552474992,1.70379700044522,30.7764548980518,10.025028463898,0.0,5.2399555162077,-1.35087404684644,0.44505
8.13076828026902,0.185458540696614,4.462,-0.0696644001307345,0.5,-0.414507018552712,-1.44968923959021,0.0052,-0.215098686255004,1.83629600999999,0.345200025270691,3.10361616904245,9.99334222014745,5.56357258089239,1.70379700044522,30.7764548980518,9.99334222014745,0.0,5.23882725287188,-1.44968923959021,0.44505
6.30980391997149,0.185464099967959,2.188,-0.102734253663542,0.516666666666666,-0.391653064471079,-1.53616935632826,0.00484,-0.262443298781854,0.15374241,0.322067834122628,3.16422677501034,9.96417467503023,5.63596607398279,1.63575561870125,25.9160131554904,9.96417467503023,0.0,5.24754315375225,-1.53616935632826,0.44545
9.0,0.111205842244146,4.28,-0.0482178157780715,0.492307692307692,-0.265019681196629,2.50541908754394,0.00912,-0.163942635344314,2.29674025,0.27093278751139,0.0,19.948516961937,4.79039125723797,2.412344881706,33.4197338778589,10.125100468253,0.0,4.89418966104584,-0.171861705138896,0.44783
7.45593195564972,0.185467201909419,2.993,0.025660177569655,0.517241379310344,-0.356551023654753,-1.56459013822126,0.005,-0.263507189958039,0.0102819600000003,0.307916494574463,3.22175903222687,9.91073717503023,5.27896247213685,1.63575561870125,23.3938336362569,9.91073717503023,0.0,5.23141831828281,-1.56459013822126,0.44588
8.36653154442041,0.110841456430298,4.378,0.012569760977908,0.534883720930232,0.152922453703703,9.65574937384912,0.01038,-0.0346632213863618,8.53107263999999,0.27894778281683,0.0,19.5878427852877,5.11423697199265,2.00409659124213,22.3260052018812,9.93209341143865,0.0,4.89243844143372,-0.0935591458805744,0.44925
7.04095860767891,0.187353485430893,1.723,0.137220959229936,0.560975609756097,-0.0252310484378937,9.62584968249109,0.01423,-0.073807521978579,2.19276863999999,0.071773326614597,0.0,19.5198903728413,6.11573073616498,2.13678490268746,15.2498224507714,13.5559884416729,0.0,4.89746852956136,-1.45467025699168,0.44795
